,dob,photo_taken,full_path,gender,name,face_score,second_face_score,celeb_names,celeb_id,loc1,loc2,loc3,loc4
1856,717323,2007,93/nm0000093_rm1725799168_1963-12-18_2007.jpg,1.0,Brad Pitt,4.433677181912747,,Ben Giroux,2336,110.73457007172804,66.69754204303682,209.17588313628326,165.13885510759206
1859,717323,2000,93/nm0000093_rm1740871680_1963-12-18_2000.jpg,1.0,Brad Pitt,4.657197897460972,,Ben Jelen,2336,74.91384012802084,89.78980815362499,208.26355235845836,223.13952038406245
1869,717323,2013,93/nm0000093_rm1803068416_1963-12-18_2013.jpg,1.0,Brad Pitt,5.146480591987984,,Ben Lloyd-Hughes,2336,792.4995016273996,265.5318338757999,1129.216430896285,602.2487631446853
1881,717323,1998,93/nm0000093_rm187930624_1963-12-18_1998.jpg,1.0,Brad Pitt,4.607030462551322,,Ben Pronsky,2336,82.9872936322286,82.9872936322286,205.8432340805715,205.8432340805715
1939,717323,2006,93/nm0000093_rm2247137280_1963-12-18_2006.jpg,1.0,Brad Pitt,4.73645812319387,,Benoît Poelvoorde,2336,72.02821087934872,100.6194952310882,200.1389904621764,228.73027481391586
1941,717323,2006,93/nm0000093_rm2263914496_1963-12-18_2006.jpg,1.0,Brad Pitt,4.631557340198149,,Benz Antoine,2336,41.199352948575076,122.41405884572521,223.3404412171629,304.55514711431306
1943,717323,2010,93/nm0000093_rm2274330368_1963-12-18_2010.jpg,1.0,Brad Pitt,5.090365530864547,,Beren Saat,2336,80.96458517678772,80.96458517678772,200.9314629419694,200.9314629419694
1946,717323,2006,93/nm0000093_rm2280691712_1963-12-18_2006.jpg,1.0,Brad Pitt,4.533101871757843,,BernNadette Stanis,2336,40.36423092934721,119.93269278804159,218.8132701114096,298.38173197010406
1953,717323,2007,93/nm0000093_rm2293864448_1963-12-18_2007.jpg,1.0,Brad Pitt,5.292050352659367,,Bernard Fresson,2336,86.13688733821121,103.24146480585344,239.46408454699142,256.5686620146336
1955,717323,2010,93/nm0000093_rm2307884800_1963-12-18_2010.jpg,1.0,Brad Pitt,4.735193644317514,,Bernard Hill,2336,46.73472226876729,92.95344453753458,184.8748890750692,231.09361134383644
1967,717323,2009,93/nm0000093_rm2361755904_1963-12-18_2009.jpg,1.0,Brad Pitt,4.161249553676116,,Bernie Mac,2336,25.71768770174211,101.20275080696842,251.6168770174211,327.10194012264736
1970,717323,2007,93/nm0000093_rm2375392000_1963-12-18_2007.jpg,1.0,Brad Pitt,4.544795140896262,,Bert Convy,2336,59.81301115821285,89.45351673731928,192.6632862641917,222.3037918432982
1971,717323,2009,93/nm0000093_rm2378533120_1963-12-18_2009.jpg,1.0,Brad Pitt,4.598409325486419,,Bert Lahr,2336,0.5619999999999999,109.59658692849196,245.3278205891069,354.3624075175988
1975,717323,2009,93/nm0000093_rm2395310336_1963-12-18_2009.jpg,1.0,Brad Pitt,4.504513956241826,,Bertrand Calmeau,2336,22.995302672997752,90.385210691991,224.63302672997756,292.0229347489708
1977,717323,2012,93/nm0000093_rm2411115776_1963-12-18_2012.jpg,1.0,Brad Pitt,4.673169114169885,,Beryl Reid,2336,283.00698256311404,142.52749128155702,1545.274404097127,1363.9679999999998
1978,717323,2009,93/nm0000093_rm2412087552_1963-12-18_2009.jpg,1.0,Brad Pitt,4.415319824637312,,Besedka Johnson,2336,20.389507574348762,99.7875378717438,198.49507574348758,277.8931060408826
1979,717323,1993,93/nm0000093_rm2419182592_1963-12-18_1993.jpg,1.0,Brad Pitt,4.451183954728231,,Bess Armstrong,2336,2135.330626588402,404.2582424853253,3328.9853540443787,1597.9129699413013
1980,717323,2010,93/nm0000093_rm2427749376_1963-12-18_2010.jpg,1.0,Brad Pitt,4.460249588937349,,Beth Behrs,2336,86.41746351846598,120.73804892585235,240.24409785170468,274.5646832590911
1996,717323,2007,93/nm0000093_rm2492832512_1963-12-18_2007.jpg,1.0,Brad Pitt,4.552444704556549,,Bethany Richards,2336,149.09185550668002,74.87392775334004,282.02812546269206,207.8101977093521
2002,717323,2008,93/nm0000093_rm2514392064_1963-12-18_2008.jpg,1.0,Brad Pitt,4.7662636357417,,Betsy Russell,2336,99.83948549213406,77.77737760499312,198.55897098426811,176.4968630971272
2005,717323,2010,93/nm0000093_rm2525988608_1963-12-18_2010.jpg,1.0,Brad Pitt,4.8385071987419295,,Betty Buckley,2336,93.52386047320006,62.53657364880002,185.9237209464001,154.93643412200004
2008,717323,2008,93/nm0000093_rm2530576896_1963-12-18_2008.jpg,1.0,Brad Pitt,4.107247155975459,,Betty Gilpin,2336,378.1307846779152,118.8341202118485,589.3106010592427,330.0139365931758
2009,717323,2008,93/nm0000093_rm2531169280_1963-12-18_2008.jpg,1.0,Brad Pitt,4.36858474276619,,Betty Okino,2336,64.30867103752385,96.19600655628578,207.2676808719525,239.15501639071445
2041,717323,2011,93/nm0000093_rm2671622400_1963-12-18_2011.jpg,1.0,Brad Pitt,4.597878185234603,,Bill Bailey,2336,230.25760686469908,344.36241029704865,1255.1528377558452,1369.2576411881944
2046,717323,2006,93/nm0000093_rm2686032640_1963-12-18_2006.jpg,1.0,Brad Pitt,4.36907000895904,,Bill Brochtrup,2336,73.51548570487142,110.00722855730713,237.1963285408321,273.6880713932678
2052,717323,2008,93/nm0000093_rm2712177152_1963-12-18_2008.jpg,1.0,Brad Pitt,4.611030750958244,,Bill Cosby,2336,117.86488773997192,49.442869891654965,205.26605354495086,136.8440356966339
2054,717323,2006,93/nm0000093_rm2719587072_1963-12-18_2006.jpg,1.0,Brad Pitt,4.985582075443608,,Bill Dana,2336,55.26961427865356,91.76135713108928,218.95045711461427,255.44219996705
2060,717323,1998,93/nm0000093_rm275356416_1963-12-18_1998.jpg,1.0,Brad Pitt,4.496940572249062,,Bill Hader,2336,126.0,72.24,206.08,152.32
2062,717323,2007,93/nm0000093_rm27564800_1963-12-18_2007.jpg,1.0,Brad Pitt,4.567483214656846,,Bill Hicks,2336,54.514,90.48200000000001,215.808,251.776
2068,717323,2000,93/nm0000093_rm2782697472_1963-12-18_2000.jpg,1.0,Brad Pitt,4.013150410307402,,Bill Maher,2336,60.03787210241666,74.91384012802084,193.38758433285412,208.26355235845836
2078,717323,1997,93/nm0000093_rm2856160768_1963-12-18_1997.jpg,1.0,Brad Pitt,4.055907566797924,,Bill Nye,2336,566.8379619108069,324.78512109188966,1290.9484843675584,1048.8956435486414
2080,717323,2008,93/nm0000093_rm2863172096_1963-12-18_2008.jpg,1.0,Brad Pitt,5.640205715365367,,Bill Oberst Jr.,2336,61.6463733121623,102.37462218693716,244.36949324864926,285.0977421234241
2081,717323,2012,93/nm0000093_rm2864100608_1963-12-18_2012.jpg,1.0,Brad Pitt,5.591430184008349,,Bill Owen,2336,101.38200090282541,399.38400361130164,993.3400090282539,1291.3420117367305
2088,717323,2008,93/nm0000093_rm2879949312_1963-12-18_2008.jpg,1.0,Brad Pitt,5.22709805947659,,Bill Romanowski,2336,41.013726621394355,81.5134532427887,222.74849641766895,263.2482230390633
2092,717323,2005,93/nm0000093_rm2884996096_1963-12-18_2005.jpg,1.0,Brad Pitt,4.3294249376873495,,Bill Smitrovich,2336,430.07875093349344,277.21062560010296,703.1933765335962,550.3252512002058
2106,717323,2006,93/nm0000093_rm2937690880_1963-12-18_2006.jpg,1.0,Brad Pitt,4.306275905101038,,Billy Barty,2336,58.2,96.6,230.4,268.8
2113,717323,1992,93/nm0000093_rm2966408192_1963-12-18_1992.jpg,1.0,Brad Pitt,4.373067985299961,,Billy Connolly,2336,357.5695910433358,593.9493184055598,1418.278364173343,1654.6580915355673
2115,717323,2013,93/nm0000093_rm2969427456_1963-12-18_2013.jpg,1.0,Brad Pitt,5.377813340081247,,Billy Crudup,2336,449.0510040627144,349.717003159889,894.0060081254288,794.6720072226033
2143,717323,2009,93/nm0000093_rm3073148928_1963-12-18_2009.jpg,1.0,Brad Pitt,4.034191046361868,,Billy Zane,2336,269.7135015626005,90.57116718753349,537.427003125201,358.28466875013396
2151,717323,2010,93/nm0000093_rm3096413952_1963-12-18_2010.jpg,1.0,Brad Pitt,4.217855037488267,,Birgit Schuurman,2336,78.50282414100704,78.50282414100704,194.82206035251758,194.82206035251758
2152,717323,2007,93/nm0000093_rm3099040512_1963-12-18_2007.jpg,1.0,Brad Pitt,5.4496951431504135,,Birgitte Hjort Sørensen,2336,63.41078626547379,110.54587596457912,204.25205536278978,251.38714506189515
2153,717323,2008,93/nm0000093_rm3099433728_1963-12-18_2008.jpg,1.0,Brad Pitt,4.710785330571458,,Birol Ünel,2336,66.5079849745325,79.700781969439,184.699157928691,197.8919549235975
2159,717323,2004,93/nm0000093_rm3124140032_1963-12-18_2004.jpg,1.0,Brad Pitt,5.648815512695677,,Björn Stein,2336,165.41391450502303,110.56460967001533,329.0958290100461,274.2465241750384
2161,717323,2012,93/nm0000093_rm3132992512_1963-12-18_2012.jpg,1.0,Brad Pitt,5.22556431147313,,Bjørn Alexander,2336,427.90218438081786,321.43863828561337,904.940141809238,798.4765957140337
2162,717323,1992,93/nm0000093_rm3134180352_1963-12-18_1992.jpg,1.0,Brad Pitt,5.1757431421157305,,Bjørn Floberg,2336,984.1866989068062,1198.69572679267,1256.4100204743456,1470.9190483602094
2169,717323,2007,93/nm0000093_rm3173095936_1963-12-18_2007.jpg,1.0,Brad Pitt,4.844279778763143,,Blake Berris,2336,86.95166289562005,86.95166289562005,215.9941572390501,215.9941572390501
2172,717323,2002,93/nm0000093_rm3189742080_1963-12-18_2002.jpg,1.0,Brad Pitt,5.3750068861139,,Blake Garrett,2336,95.78623688452215,71.99067766339161,202.26225337960958,178.46669415847904
2173,717323,2007,93/nm0000093_rm3189873152_1963-12-18_2007.jpg,1.0,Brad Pitt,4.2634222462579565,,Blake Harrison,2336,39.25073490371004,135.96757216298514,212.7770419704052,309.4938792296803
2176,717323,2002,93/nm0000093_rm3206519296_1963-12-18_2002.jpg,1.0,Brad Pitt,5.074144305028245,,Blake Lively,2336,89.57825847001206,64.14504176429435,203.46573364574192,178.03251694002418
2181,717323,1992,93/nm0000093_rm3218066432_1963-12-18_1992.jpg,1.0,Brad Pitt,4.5198809730950975,,Blake Ritson,2336,1120.882726351676,857.9870260336345,1708.822052067269,1445.9263517492277
2187,717323,2008,93/nm0000093_rm3233846528_1963-12-18_2008.jpg,1.0,Brad Pitt,4.722040692853915,,Blanca Suárez,2336,40.39662122703732,158.58648490814923,393.96621227037315,512.156075951485
2200,717323,2013,93/nm0000093_rm3308429568_1963-12-18_2013.jpg,1.0,Brad Pitt,4.02000563332185,,Bo Derek,2336,641.9373108412283,227.89128617925704,978.6542401101137,564.6082154481425
2202,717323,2006,93/nm0000093_rm3345652480_1963-12-18_2006.jpg,1.0,Brad Pitt,4.952199630174905,,Bo Hopkins,2336,77.94267648481903,103.74623531309204,193.52669121204758,219.33025004032055
2224,717323,1998,93/nm0000093_rm3425881088_1963-12-18_1998.jpg,1.0,Brad Pitt,4.596693613002034,,Bob Geldof,2336,454.54833995939043,454.54833995939043,1267.1353518862932,1267.1353518862932
2228,717323,1998,93/nm0000093_rm3442658304_1963-12-18_1998.jpg,1.0,Brad Pitt,4.29419208600666,,Bob Hiltermann,2336,892.3682761183952,781.3561166035958,1887.2067117515894,1776.1945522367905
2264,717323,2007,93/nm0000093_rm3636694272_1963-12-18_2007.jpg,1.0,Brad Pitt,4.228234108130876,,Bobby Di Cicco,2336,953.2759748445363,283.0926289313403,1145.797333335464,475.6139874222682
2270,717323,2014,93/nm0000093_rm3647587840_1963-12-18_2014.jpg,1.0,Brad Pitt,4.933635734935101,,Bobby Lee,2336,528.8460923058389,458.6063466650602,842.876947689342,772.6372020485635
2276,717323,2007,93/nm0000093_rm3664616192_1963-12-18_2007.jpg,1.0,Brad Pitt,5.128304905477532,,Bobby Troup,2336,86.40468925727724,86.40468925727724,196.33986115949085,196.33986115949085
2279,717323,2002,93/nm0000093_rm3676412416_1963-12-18_2002.jpg,1.0,Brad Pitt,5.3258978788190525,,Bodie Olmos,2336,48.02206053467946,95.48212106935893,261.030332940737,308.4903934754165
2285,717323,2004,93/nm0000093_rm3687684096_1963-12-18_2004.jpg,1.0,Brad Pitt,4.7592486681310255,,Boman Irani,2336,45.482148198822536,112.85037049705635,247.01681509352403,314.3850373917578
2291,717323,2007,93/nm0000093_rm3698170624_1963-12-18_2007.jpg,1.0,Brad Pitt,5.2846358898382695,,Bonnie Hellman,2336,73.03224406149434,85.11528473841004,181.2456101537359,193.32865083065158
2292,717323,2004,93/nm0000093_rm3704461312_1963-12-18_2004.jpg,1.0,Brad Pitt,4.8425333486965565,,Bonnie Hunt,2336,75.49400509727505,75.49400509727505,187.35501274318764,187.35501274318764
2293,717323,1994,93/nm0000093_rm3711028224_1963-12-18_1994.jpg,1.0,Brad Pitt,4.376259262686842,,Bonnie McKee,2336,1511.306795721907,475.56962366309585,2353.9481183154794,1318.2109462566686
2297,717323,2004,93/nm0000093_rm3721238528_1963-12-18_2004.jpg,1.0,Brad Pitt,4.720596925046577,,Bonnie Somerville,2336,66.5079849745325,66.5079849745325,184.699157928691,184.699157928691
2304,717323,2004,93/nm0000093_rm3754792960_1963-12-18_2004.jpg,1.0,Brad Pitt,4.789345831033542,,Bootsy Collins,2336,105.37799999999999,87.906,262.08,244.608
2308,717323,2001,93/nm0000093_rm377330176_1963-12-18_2001.jpg,1.0,Brad Pitt,4.093179778323812,,Boris Kodjoe,2336,81.15405046878016,129.52248075004823,225.71934131258442,274.0877715938525
2310,717323,2006,93/nm0000093_rm3773995776_1963-12-18_2006.jpg,1.0,Brad Pitt,5.77944664234315,,Bouli Lanners,2336,86.26374994274039,103.40169993128845,239.93129983967316,257.0692498282212
2311,717323,2009,93/nm0000093_rm3789522944_1963-12-18_2009.jpg,1.0,Brad Pitt,4.44368514383403,,Bourvil,2336,64.76207449039434,86.15543265385912,256.7202979615773,278.1136561250421
2312,717323,2006,93/nm0000093_rm3790772992_1963-12-18_2006.jpg,1.0,Brad Pitt,4.606323552597541,,Boyd Banks,2336,67.2334223169385,100.55113347540777,216.56512253005013,249.8828336885194
2341,717323,2013,93/nm0000093_rm392537856_1963-12-18_2013.jpg,1.0,Brad Pitt,5.4365398323385214,,Brad Silberling,2336,893.7155208301957,207.78050480696828,1200.3862780406482,514.4512620174206
2345,717323,2007,93/nm0000093_rm39623168_1963-12-18_2007.jpg,1.0,Brad Pitt,4.927380410692585,,Bradley Cooper,2336,59.36328926980524,88.78093390470785,191.214690126867,220.63233476176964
2354,717323,2006,93/nm0000093_rm4015692032_1963-12-18_2006.jpg,1.0,Brad Pitt,5.1867197078393135,,Brady Corbet,2336,33.46398076675292,49.857971150129394,180.33389421714105,196.72788460051757
2357,717323,2009,93/nm0000093_rm4024403968_1963-12-18_2009.jpg,1.0,Brad Pitt,4.945170374411951,,Bram Hoover,2336,69.93284474467676,69.93284474467676,194.3167652850949,194.3167652850949
2364,717323,2006,93/nm0000093_rm4050295552_1963-12-18_2006.jpg,1.0,Brad Pitt,5.027865026613403,,Brandi Glanville,2336,62.0752217396569,62.0752217396569,172.48342087103933,172.48342087103933
2369,717323,2013,93/nm0000093_rm409525760_1963-12-18_2013.jpg,1.0,Brad Pitt,5.010803788913283,,Brandon Beemer,2336,324.78512109188966,405.46940136486216,1048.8956435486414,1129.579923821614
2374,717323,2010,93/nm0000093_rm4155802624_1963-12-18_2010.jpg,1.0,Brad Pitt,4.460249588937349,,Brandon Jay McLaren,2336,86.41746351846598,120.73804892585235,240.24409785170468,274.5646832590911
2377,717323,2006,93/nm0000093_rm4167736064_1963-12-18_2006.jpg,1.0,Brad Pitt,4.283810086936369,,Brandon Killham,2336,49.86732115367239,115.71708269190223,197.54928461468955,263.39904615291937
2380,717323,2006,93/nm0000093_rm4184513280_1963-12-18_2006.jpg,1.0,Brad Pitt,4.403218091504077,,Brandon Molale,2336,74.39244300328205,84.94850628946524,168.8970125789305,179.45307586511365
2385,717323,2013,93/nm0000093_rm426302976_1963-12-18_2013.jpg,1.0,Brad Pitt,4.510037486222924,,Brandon Ratcliff,2336,446.82403751606455,204.0771079618475,809.15643184739,566.4095022931731
2387,717323,1999,93/nm0000093_rm4266367232_1963-12-18_1999.jpg,1.0,Brad Pitt,4.440525483036475,,Brandon Routh,2336,172.9362516560179,211.1509742462441,343.9325033120358,382.14722590226194
2391,717323,2008,93/nm0000093_rm435263232_1963-12-18_2008.jpg,1.0,Brad Pitt,4.009983942431759,,Brandon Tartikoff,2336,197.10460829133288,74.33172810924984,306.9322004552077,184.1593202731246
2392,717323,1998,93/nm0000093_rm443128576_1963-12-18_1998.jpg,1.0,Brad Pitt,4.841151225302661,,Brandon Thomas Lee,2336,106.69874048039564,71.30449365359709,185.8197958406924,150.42554901389386
2396,717323,2009,93/nm0000093_rm450070528_1963-12-18_2009.jpg,1.0,Brad Pitt,4.124442963555918,,Brandon Walters,2336,71.50436934568073,71.50436934568073,198.68343416790603,198.68343416790603
2405,717323,2014,93/nm0000093_rm516672000_1963-12-18_2014.jpg,1.0,Brad Pitt,4.9700102746091845,,Brawley Nolte,2336,641.9373108412283,303.17238157234266,978.6542401101137,639.8893108412283
2407,717323,1998,93/nm0000093_rm527014656_1963-12-18_1998.jpg,1.0,Brad Pitt,4.1706635212518535,,Bre Blair,2336,99.35064230734476,79.59571384587582,187.67182038395504,167.91689192248614
2418,717323,1994,93/nm0000093_rm626689280_1963-12-18_1994.jpg,1.0,Brad Pitt,4.912607346038606,,BrenDen Polar,2336,100.25999504256876,249.11548760642185,545.8034727341281,694.6589652979811
2426,717323,2014,93/nm0000093_rm661308928_1963-12-18_2014.jpg,1.0,Brad Pitt,4.652671074162004,,Brenda Strong,2336,575.488,411.648,720.8960000000001,557.056
2429,717323,2008,93/nm0000093_rm700421120_1963-12-18_2008.jpg,1.0,Brad Pitt,4.1013280631621685,,Brendan Bradley,2336,71.66629793602941,81.83062621260503,162.62925242521004,172.79358070178566
2436,717323,2008,93/nm0000093_rm733975552_1963-12-18_2008.jpg,1.0,Brad Pitt,5.107809264807552,,Brendan Kelly,2336,54.022931249811755,71.85724166641567,214.011724999247,231.8460354158509
2437,717323,2001,93/nm0000093_rm73636608_1963-12-18_2001.jpg,1.0,Brad Pitt,4.774761811968172,,Brendan Meyer,2336,39.49384820149943,117.42154460449827,214.3011651082468,292.2288615112456
2443,717323,2005,93/nm0000093_rm75601920_1963-12-18_2005.jpg,1.0,Brad Pitt,4.4319295988422125,,Brennan Brown,2336,73.90290298301072,52.95064498786479,167.61806396116734,146.6658059660214
2463,717323,2007,93/nm0000093_rm844929536_1963-12-18_2007.jpg,1.0,Brad Pitt,4.597470681602612,,Bret Michaels,2336,85.11528473841004,85.11528473841004,193.32865083065158,193.32865083065158
2466,717323,2007,93/nm0000093_rm861706752_1963-12-18_2007.jpg,1.0,Brad Pitt,5.074465243501184,,Brett DelBuono,2336,39.94094836981828,59.64342255472742,216.72721603400055,236.42969021890968
2481,717323,2007,93/nm0000093_rm89954816_1963-12-18_2007.jpg,1.0,Brad Pitt,4.368696218224792,,Brian Anthony Wilson,2336,50.538711290643704,67.19894838752492,199.92284516257482,216.58308225945598
2483,717323,2001,93/nm0000093_rm90413824_1963-12-18_2001.jpg,1.0,Brad Pitt,4.9884422059711095,,Brian Avery,2336,55.47739478346053,128.73525449474124,219.77357913384213,293.03143884512286
2486,717323,2008,93/nm0000093_rm919449600_1963-12-18_2008.jpg,1.0,Brad Pitt,5.497715413694989,,Brian Bedford,2336,880.0448205097313,283.00698256311404,1194.0756758932346,597.0378379466173
2487,717323,2005,93/nm0000093_rm92379136_1963-12-18_2005.jpg,1.0,Brad Pitt,4.412718303044897,,Brian Benben,2336,82.12925707562341,58.821469339730996,186.46230188713923,163.15451415124684
2497,717323,1999,93/nm0000093_rm952473600_1963-12-18_1999.jpg,1.0,Brad Pitt,4.092708953278649,,Brian Dietzen,2336,81.92824463438983,114.46594248814573,227.76388497629148,260.30158283004744
2508,717323,1999,93/nm0000093_rm969250816_1963-12-18_1999.jpg,1.0,Brad Pitt,4.21260382503547,,Brian Goodman,2336,82.65690325523904,115.4996645573347,229.89932911466937,262.742090416765
2511,717323,2005,93/nm0000093_rm981571584_1963-12-18_2005.jpg,1.0,Brad Pitt,4.953195913137778,,Brian Hallisay,2336,39.64288159093904,117.86464477281712,215.10984875016476,293.3316119320428
2517,717323,2005,93/nm0000093_rm998348800_1963-12-18_2005.jpg,1.0,Brad Pitt,4.738270594919413,,Brian Huskey,2336,85.99766411179407,73.79485495296635,195.2449465412436,183.04213738241592
2535,707079,2008,95/nm0000095_rm1193252608_1935-12-1_2008.jpg,1.0,Woody Allen,4.062365127535465,,Brian McGuire,20048,25.347649029774594,99.74659611909836,247.99649029774602,322.3954373870697
2592,707079,1983,95/nm0000095_rm2577321472_1935-12-1_1983.jpg,1.0,Woody Allen,4.445904565438789,,Brit Marling,20048,3224.358204928581,836.5841174009241,4152.65058700462,1764.8764994769635
2658,707079,1972,95/nm0000095_rm3916793088_1935-12-1_1972.jpg,1.0,Woody Allen,4.219807006894837,,Bruce Boxleitner,20048,262.911,197.43900000000002,409.2,343.728
2725,719019,1993,96/nm0000096_rm1410783744_1968-8-9_1993.jpg,0.0,Gillian Anderson,5.151925107258097,,Bryce Robinson,6924,303.17238157234266,529.0156677515998,978.6542401101137,1204.4975262893706
2726,719019,1993,96/nm0000096_rm1427560960_1968-8-9_1993.jpg,0.0,Gillian Anderson,4.940518363883002,,Brynn Thayer,6924,640.8292765712267,374.6704113332157,1117.8672339996472,851.7083687616357
2728,719019,1993,96/nm0000096_rm1595333120_1968-8-9_1993.jpg,0.0,Gillian Anderson,5.529314096722597,,Brían F. O'Byrne,6924,534.3657304760225,374.6704113332157,1011.4036879044428,851.7083687616357
2731,719019,1993,96/nm0000096_rm1742985984_1968-8-9_1993.jpg,0.0,Gillian Anderson,5.430223418554816,,Buck Brannaman,6924,657.408,264.192,1245.184,851.9680000000001
2737,719019,1998,96/nm0000096_rm2034342656_1968-8-9_1998.jpg,0.0,Gillian Anderson,4.755788585578261,,Bud Cort,6924,69.70932665107202,69.70932665107202,172.90831662768008,172.90831662768008
2742,719019,1998,96/nm0000096_rm2420808192_1968-8-9_1998.jpg,0.0,Gillian Anderson,4.5810998416443685,,Bugra Gülsoy,6924,96.98692876378736,64.8392858425249,192.8858575275747,160.73821460631225
2746,719019,2011,96/nm0000096_rm2500178688_1968-8-9_2011.jpg,0.0,Gillian Anderson,4.80203466284817,,Burgess Meredith,6924,453.7345723585141,378.45347696542837,1129.216430896285,1053.9353355031992
2750,719019,2011,96/nm0000096_rm2584064768_1968-8-9_2011.jpg,0.0,Gillian Anderson,4.702909062745544,,Burr Steers,6924,399.38400361130164,250.38300225706348,844.3390076740161,695.3380063197777
2755,719019,1998,96/nm0000096_rm2638912000_1968-8-9_1998.jpg,0.0,Gillian Anderson,4.405853478387538,,Burt Ward,6924,94.20037203544064,70.79877902658049,198.9135405753114,175.51194756645125
2757,719019,1998,96/nm0000096_rm2655689216_1968-8-9_1998.jpg,0.0,Gillian Anderson,4.5722800531499805,,Busta Rhymes,6924,98.2004732706218,61.592045794138635,207.4477557000713,170.83932822358815
2761,719019,1993,96/nm0000096_rm2821512192_1968-8-9_1993.jpg,0.0,Gillian Anderson,4.401714208612559,,Butch Patrick,6924,399.38400361130164,498.71800451412696,1291.3420117367305,1390.6760126395554
2763,719019,1993,96/nm0000096_rm2871843840_1968-8-9_1993.jpg,0.0,Gillian Anderson,4.1187465565838925,,Buzz Bissinger,6924,650.6125283030931,174.99854088082478,843.1338867940209,367.51989937175273
2778,719019,2008,96/nm0000096_rm3309278976_1968-8-9_2008.jpg,0.0,Gillian Anderson,5.018565622495816,,C.J. Thomason,6924,82.1022669067641,41.289133453382036,155.08990712285174,114.2767736694697
2779,719019,2008,96/nm0000096_rm3326056192_1968-8-9_2008.jpg,0.0,Gillian Anderson,5.753256011321713,,C.S. Lee,6924,91.47126523515357,76.31672102929463,227.31816308788387,212.16361888202496
2780,719019,2008,96/nm0000096_rm3342833408_1968-8-9_2008.jpg,0.0,Gillian Anderson,5.331182324045861,,CB Ferrari,6924,43.4075238950166,107.7028097375415,235.7493814225913,300.04466726511623
2781,719019,2011,96/nm0000096_rm3369644032_1968-8-9_2011.jpg,0.0,Gillian Anderson,4.146590364849225,,CCH Pounder,6924,427.90218438081786,427.90218438081786,904.940141809238,904.940141809238
2796,719019,1998,96/nm0000096_rm3856308992_1968-8-9_1998.jpg,0.0,Gillian Anderson,4.808823474912051,,Caitlin Keats,6924,103.062,51.798,179.424,128.16
